,Unnamed: 0,Unnamed: 0.1,GenderSelect,Country,Age,EmploymentStatus,CodeWriter,CareerSwitcher,CurrentJobTitleSelect,TitleFit,CurrentEmployerType,MLToolNextYearSelect,MLMethodNextYearSelect,LanguageRecommendationSelect,PublicDatasetsSelect,LearningPlatformSelect,LearningPlatformUsefulnessCourses,BlogsPodcastsNewslettersSelect,LearningDataScienceTime,JobSkillImportanceBigData,JobSkillImportanceDegree,JobSkillImportanceStats,JobSkillImportanceEnterpriseTools,JobSkillImportancePython,JobSkillImportanceR,JobSkillImportanceSQL,JobSkillImportanceKaggleRanking,JobSkillImportanceMOOC,JobSkillImportanceVisualizations,HardwarePersonalProjectsSelect,TimeSpentStudying,ProveKnowledgeSelect,DataScienceIdentitySelect,FormalEducation,MajorSelect,Tenure,PastJobTitlesSelect,FirstTrainingSelect,LearningCategorySelftTaught,LearningCategoryOnlineCourses,LearningCategoryWork,LearningCategoryUniversity,LearningCategoryKaggle,LearningCategoryOther,MLSkillsSelect,MLTechniquesSelect,ParentsEducation,EmployerIndustry,JobSearchResource,JobHuntTime,JobFactorLearning,JobFactorSalary,JobFactorOffice,JobFactorLanguages,JobFactorCommute,JobFactorManagement,JobFactorExperienceLevel,JobFactorDepartment,JobFactorTitle,JobFactorCompanyFunding,JobFactorImpact,JobFactorRemote,JobFactorIndustry,JobFactorLeaderReputation,JobFactorDiversity,JobFactorPublishingOpportunity
124,124,124,Male,United States,28.0,Employed full-time,No,Yes,Software Developer/Software Engineer,Perfectly,Employed by a company that doesn't perform advanced analytics,TensorFlow,Deep learning,Python,Dataset aggregator/platform (i.e. Socrata/Kaggle Datasets/data.world/etc.),Kaggle,,,< 1 year,Necessary,Nice to have,Nice to have,Unnecessary,Nice to have,Unnecessary,Nice to have,Nice to have,Unnecessary,Nice to have,Basic laptop (Macbook),0 - 1 hour,Experience from work in a company related to ML,No,Bachelor's degree,Computer Science,Less than a year,"Programmer,Researcher",University courses,100.0,0.0,0.0,0.0,0.0,0.0,,,A professional degree,Mix of fields,Searching general-purpose job board,0,Somewhat important,Very Important,Not important,Not important,Not important,Somewhat important,Very Important,Not important,Somewhat important,Somewhat important,Somewhat important,Very Important,Somewhat important,Not important,Not important,Somewhat important
125,125,125,Male,United States,23.0,Employed full-time,No,Yes,Software Developer/Software Engineer,Fine,Employed by a company that doesn't perform advanced analytics,Amazon Machine Learning,Deep learning,Python,Dataset aggregator/platform (i.e. Socrata/Kaggle Datasets/data.world/etc.),"College/University,Kaggle,Personal Projects,Stack Overflow Q&A,Textbook,Trade book",,,3-5 years,Nice to have,Necessary,Necessary,Nice to have,Necessary,Necessary,Necessary,Nice to have,Nice to have,Nice to have,"Basic laptop (Macbook),Workstation + Cloud service",2 - 10 hours,Experience from work in a company related to ML,No,Bachelor's degree,Computer Science,1 to 2 years,"Data Miner,Programmer,Software Developer/Software Engineer",University courses,10.0,0.0,10.0,80.0,0.0,0.0,"Natural Language Processing,Outlier detection (e.g. Fraud detection),Recommendation Engines,Time Series,Unsupervised Learning","Decision Trees - Gradient Boosted Machines,Decision Trees - Random Forests,Hidden Markov Models HMMs,Logistic Regression,Neural Networks - RNNs,Support Vector Machines (SVMs)",High school,Financial,Career fair or on-campus recruiting event,3-5,Very Important,Very Important,Somewhat important,Somewhat important,Not important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Not important,Somewhat important,Somewhat important,Not important,Not important
126,126,126,Male,United States,50.0,Employed full-time,No,Yes,Other,Fine,Employed by a company that performs advanced analytics,Google Cloud Compute,Deep learning,R,Google Search,"Company internal community,Kaggle,Podcasts,Stack Overflow Q&A",,,3-5 years,,,,,,,,,,,,,,No,Master's degree,,I don't write code to analyze data,"Data Analyst,Operations Research Practitioner",Work,0.0,0.0,100.0,0.0,0.0,0.0,"Outlier detection (e.g. Fraud detection),Time Series","Bayesian Techniques,Logistic Regression",,Financial,,,,,,,,,,,,,,,,,,
127,127,127,Male,United States,32.0,Employed full-time,No,Yes,Software Developer/Software Engineer,Perfectly,Employed by a company that doesn't perform advanced analytics,TensorFlow,Deep learning,Python,Dataset aggregator/platform (i.e. Socrata/Kaggle Datasets/data.world/etc.),"Blogs,College/University,Kaggle,Online courses",Very useful,,3-5 years,,Necessary,Nice to have,Nice to have,Nice to have,Nice to have,Necessary,Nice to have,Unnecessary,Nice to have,Basic laptop (Macbook),2 - 10 hours,Online Courses and Certifications,No,Doctoral degree,Electrical Engineering,6 to 10 years,"Researcher,Software Developer/Software Engineer",University courses,0.0,75.0,0.0,25.0,0.0,0.0,Supervised Machine Learning (Tabular Data),Decision Trees - Random Forests,High school,Technology,,1-2,Very Important,Very Important,Somewhat important,Not important,Very Important,Somewhat important,Somewhat important,Very Important,Very Important,Very Important,Very Important,Somewhat important,Somewhat important,Somewhat important,Not important,Not important
128,128,128,Male,United States,35.0,Employed full-time,No,Yes,Software Developer/Software Engineer,Poorly,Employed by a company that performs advanced analytics,TensorFlow,Deep learning,Python,Dataset aggregator/platform (i.e. Socrata/Kaggle Datasets/data.world/etc.),"Arxiv,Blogs,Kaggle,Newsletters,Official documentation,Online courses,Stack Overflow Q&A,Textbook,YouTube Videos",Somewhat useful,"FastML Blog,KDnuggets Blog",5-10 years,Nice to have,Nice to have,Nice to have,Unnecessary,Necessary,Nice to have,Necessary,Nice to have,Nice to have,Nice to have,Basic laptop (Macbook),2 - 10 hours,PhD,No,Doctoral degree,Computer Science,6 to 10 years,"Data Scientist,Software Developer/Software Engineer",Self-taught,40.0,40.0,0.0,10.0,10.0,0.0,Supervised Machine Learning (Tabular Data),"Decision Trees - Gradient Boosted Machines,Decision Trees - Random Forests,Ensemble Methods,Gradient Boosting,Logistic Regression,Support Vector Machines (SVMs)",A bachelor's degree,Internet-based,Searching general-purpose job board,1-2,Very Important,Very Important,Very Important,Very Important,Somewhat important,Somewhat important,Somewhat important,Very Important,Not important,Not important,Not important,Not important,Not important,Not important,Not important,Not important
129,129,129,Female,United States,24.0,Employed part-time,No,Yes,Other,Perfectly,Employed by a company that doesn't perform advanced analytics,TensorFlow,Random Forests,Python,I collect my own data (e.g. web-scraping),"Blogs,Conferences,Newsletters,Official documentation,Online courses,Personal Projects,Podcasts,Stack Overflow Q&A,Textbook,Tutoring/mentoring,YouTube Videos",Very useful,"Partially Derivative Podcast,The Data Skeptic Podcast,Other (Separate different answers with semicolon)",< 1 year,Nice to have,Nice to have,Nice to have,Nice to have,Necessary,Nice to have,Necessary,Unnecessary,Nice to have,Necessary,Basic laptop (Macbook),11 - 39 hours,Github Portfolio,Yes,Bachelor's degree,Other,Less than a year,Researcher,"Online courses (coursera, udemy, edx, etc.)",45.0,45.0,0.0,5.0,5.0,0.0,Natural Language Processing,"Decision Trees - Random Forests,Logistic Regression",A professional degree,Manufacturing,Other,1-2,Very Important,Very Important,Very Important,Somewhat important,Somewhat important,Somewhat important,Very Important,Somewhat important,Somewhat important,Somewhat important,Very Important,Very Important,Very Important,Somewhat important,Somewhat important,Somewhat important
130,130,130,Male,United States,26.0,Employed full-time,No,Yes,Software Developer/Software Engineer,Fine,Employed by a company that doesn't perform advanced analytics,TensorFlow,Deep learning,SQL,I collect my own data (e.g. web-scraping),"Blogs,Kaggle,Newsletters,Online courses,Personal Projects,YouTube Videos",Somewhat useful,"Data Elixir Newsletter,DataTau News Aggregator,R Bloggers Blog Aggregator",1-2 years,Nice to have,Nice to have,Nice to have,Nice to have,Nice to have,Nice to have,Nice to have,Nice to have,Nice to have,Nice to have,Traditional Workstation,2 - 10 hours,Experience from work in a company related to ML,Sort of (Explain more),Bachelor's degree,,3 to 5 years,"DBA/Database Engineer,Programmer,Software Developer/Software Engineer","Online courses (coursera, udemy, edx, etc.)",30.0,69.0,0.0,0.0,1.0,0.0,Supervised Machine Learning (Tabular Data),,A master's degree,Manufacturing,Tech-specific job board,1-2,Very Important,Somewhat important,Somewhat important,Somewhat important,Not important,Somewhat important,Not important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important
131,131,131,Male,United States,43.0,Employed full-time,No,Yes,Engineer,Fine,Employed by professional services/consulting firm,Jupyter notebooks,Time Series Analysis,Python,GitHub,"Blogs,Kaggle,Non-Kaggle online communities,Personal Projects,Podcasts,Stack Overflow Q&A,Textbook,Trade book,YouTube Videos",,"Becoming a Data Scientist Podcast,O'Reilly Data Newsletter,Partially Derivative Podcast",< 1 year,Necessary,Nice to have,Necessary,Nice to have,Necessary,Necessary,Necessary,Nice to have,Nice to have,Necessary,"Basic laptop (Macbook),Laptop + Cloud service (AWS, Azure, GCE ...)",2 - 10 hours,Github Portfolio,No,Bachelor's degree,Engineering (non-computer focused),Less than a year,Engineer,Self-taught,90.0,0.0,10.0,0.0,0.0,0.0,Time Series,Logistic Regression,A bachelor's degree,Technology,Searching general-purpose job board,0,Very Important,Very Important,Somewhat important,Very Important,Very Important,Very Important,Very Important,Very Important,Somewhat important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important
132,132,132,Male,United States,59.0,Employed part-time,No,Yes,Data Scientist,Fine,Employed by a company that performs advanced analytics,IBM Watson / Waton Analytics,Neural Nets,Python,Dataset aggregator/platform (i.e. Socrata/Kaggle Datasets/data.world/etc.),"Friends network,Stack Overflow Q&A",,Becoming a Data Scientist Podcast,< 1 year,Necessary,Nice to have,Necessary,Nice to have,Necessary,Necessary,Necessary,Nice to have,Nice to have,Necessary,Basic laptop (Macbook),11 - 39 hours,Kaggle Competitions,,Bachelor's degree,,Less than a year,Business Analyst,"Online courses (coursera, udemy, edx, etc.)",0.0,100.0,0.0,0.0,0.0,0.0,Supervised Machine Learning (Tabular Data),Bayesian Techniques,A doctoral degree,Mix of fields,Tech-specific job board,1-2,Very Important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Not important,Not important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Very Important,Not important,Not important
133,133,133,Male,United States,50.0,Employed full-time,No,Yes,Software Developer/Software Engineer,Perfectly,Employed by a company that doesn't perform advanced analytics,Python,Neural Nets,Python,"Dataset aggregator/platform (i.e. Socrata/Kaggle Datasets/data.world/etc.),GitHub","Blogs,Kaggle,Online courses,Personal Projects,Podcasts,Stack Overflow Q&A",Very useful,"No Free Hunch Blog,Partially Derivative Podcast,The Data Skeptic Podcast",< 1 year,Nice to have,Unnecessary,Nice to have,Necessary,Necessary,Necessary,Necessary,Nice to have,Nice to have,Necessary,Gaming Laptop (Laptop + CUDA capable GPU),2 - 10 hours,Github Portfolio,No,Bachelor's degree,Mathematics or statistics,Less than a year,Software Developer/Software Engineer,"Online courses (coursera, udemy, edx, etc.)",20.0,75.0,0.0,0.0,5.0,0.0,Supervised Machine Learning (Tabular Data),Decision Trees - Random Forests,A bachelor's degree,Financial,"Asking friends, family members, or former colleagues for leads",1-2,Very Important,Very Important,Very Important,Somewhat important,Somewhat important,Somewhat important,Very Important,Somewhat important,Somewhat important,Not important,Not important,Somewhat important,Somewhat important,Not important,Not important,Not important
134,134,134,Male,United States,42.0,Employed full-time,No,Yes,Business Analyst,Fine,Employed by professional services/consulting firm,R,Genetic & Evolutionary Algorithms,R,Google Search,YouTube Videos,,,< 1 year,Necessary,Nice to have,Necessary,Nice to have,Nice to have,Necessary,Nice to have,Necessary,,Nice to have,Traditional Workstation,0 - 1 hour,Kaggle Competitions,Yes,Master's degree,A health science,I don't write code to analyze data,"Business Analyst,Data Analyst","Online courses (coursera, udemy, edx, etc.)",90.0,10.0,0.0,0.0,0.0,0.0,Time Series,Other (please specify; separate by semi-colon),A master's degree,Pharmaceutical,"Asking friends, family members, or former colleagues for leads",0,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Very Important,Somewhat important,Very Important,Somewhat important,Somewhat important,Not important,Very Important,Very Important,Very Important,Somewhat important,Somewhat important,Somewhat important
135,135,135,Male,United States,29.0,Employed full-time,No,Yes,Software Developer/Software Engineer,Fine,Employed by company that makes advanced analytic software,TensorFlow,Genetic & Evolutionary Algorithms,Python,"Dataset aggregator/platform (i.e. Socrata/Kaggle Datasets/data.world/etc.),GitHub,I collect my own data (e.g. web-scraping)","Kaggle,Personal Projects,Other",,"DataTau News Aggregator,FastML Blog,KDnuggets Blog",1-2 years,Nice to have,Necessary,Necessary,Unnecessary,Necessary,Nice to have,Nice to have,Nice to have,Unnecessary,Necessary,Basic laptop (Macbook),0 - 1 hour,Other,Sort of (Explain more),Bachelor's degree,Computer Science,6 to 10 years,"Engineer,Programmer,Software Developer/Software Engineer",Self-taught,80.0,10.0,10.0,0.0,0.0,0.0,"Supervised Machine Learning (Tabular Data),Time Series","Bayesian Techniques,Hidden Markov Models HMMs,Neural Networks - CNNs","Some college/university study, no bachelor's degree",Financial,,0,,,,,,,,,,,,,,,,
136,136,136,"Non-binary, genderqueer, or gender non-conforming",United States,28.0,Employed full-time,No,Yes,Other,Poorly,"Employed by professional services/consulting firm,Employed by government",Python,I don't plan on learning a new ML/DS method,Python,"Dataset aggregator/platform (i.e. Socrata/Kaggle Datasets/data.world/etc.),GitHub",Stack Overflow Q&A,,"Becoming a Data Scientist Podcast,O'Reilly Data Newsletter,The Data Skeptic Podcast",< 1 year,Unnecessary,Nice to have,Necessary,,Necessary,Necessary,Necessary,Unnecessary,Nice to have,Nice to have,Traditional Workstation,0 - 1 hour,Experience from work in a company related to ML,No,Bachelor's degree,Management information systems,3 to 5 years,"Data Analyst,DBA/Database Engineer,Operations Research Practitioner",University courses,0.0,10.0,50.0,40.0,0.0,0.0,Other (please specify; separate by semi-colon),Logistic Regression,A master's degree,Government,Tech-specific job board,6-10,Very Important,Somewhat important,Very Important,Very Important,Somewhat important,Not important,Very Important,Not important,Somewhat important,Somewhat important,Somewhat important,Not important,Very Important,Somewhat important,Somewhat important,Not important
137,137,137,Male,United States,26.0,Employed full-time,No,Yes,Programmer,Fine,Employed by a company that performs advanced analytics,MATLAB/Octave,Neural Nets,Python,,"Blogs,Official documentation,Online courses,Personal Projects,Stack Overflow Q&A,Textbook,Trade book",Very useful,,1-2 years,Nice to have,Unnecessary,Necessary,Unnecessary,Nice to have,Nice to have,Necessary,Nice to have,Unnecessary,Nice to have,"Basic laptop (Macbook),Laptop + Cloud service (AWS, Azure, GCE ...)",2 - 10 hours,Kaggle Competitions,No,Bachelor's degree,A social science,1 to 2 years,"Programmer,Other","Online courses (coursera, udemy, edx, etc.)",0.0,100.0,0.0,0.0,0.0,0.0,,,A doctoral degree,Retail,Tech-specific job board,0,Very Important,Somewhat important,Very Important,Somewhat important,Very Important,Somewhat important,Very Important,Not important,Somewhat important,Not important,Somewhat important,Not important,Not important,Somewhat important,Somewhat important,Not important
138,138,138,Male,United States,24.0,Employed full-time,No,Yes,Business Analyst,Fine,Employed by professional services/consulting firm,Tableau,Social Network Analysis,Python,Dataset aggregator/platform (i.e. Socrata/Kaggle Datasets/data.world/etc.),Online courses,Somewhat useful,,< 1 year,Nice to have,,Nice to have,,Nice to have,Nice to have,Nice to have,Nice to have,,Nice to have,Gaming Laptop (Laptop + CUDA capable GPU),0 - 1 hour,Online Courses and Certifications,No,Master's degree,Management information systems,Less than a year,Business Analyst,"Online courses (coursera, udemy, edx, etc.)",0.0,100.0,0.0,0.0,0.0,0.0,,,A bachelor's degree,Government,Company's Web site/job listing page,0,Very Important,Somewhat important,Somewhat important,Very Important,Not important,Somewhat important,Very Important,Not important,Very Important,Somewhat important,Very Important,,Somewhat important,Not important,Not important,Somewhat important
