GenderSelect,Country,Age,EmploymentStatus,StudentStatus,LearningDataScience,CodeWriter,CareerSwitcher,CurrentJobTitleSelect,TitleFit,CurrentEmployerType,MLToolNextYearSelect,MLMethodNextYearSelect,LanguageRecommendationSelect,PublicDatasetsSelect,LearningPlatformSelect,LearningPlatformUsefulnessArxiv,LearningPlatformUsefulnessBlogs,LearningPlatformUsefulnessCollege,LearningPlatformUsefulnessCompany,LearningPlatformUsefulnessConferences,LearningPlatformUsefulnessFriends,LearningPlatformUsefulnessKaggle,LearningPlatformUsefulnessNewsletters,LearningPlatformUsefulnessCommunities,LearningPlatformUsefulnessDocumentation,LearningPlatformUsefulnessCourses,LearningPlatformUsefulnessProjects,LearningPlatformUsefulnessPodcasts,LearningPlatformUsefulnessSO,LearningPlatformUsefulnessTextbook,LearningPlatformUsefulnessTradeBook,LearningPlatformUsefulnessTutoring,LearningPlatformUsefulnessYouTube,BlogsPodcastsNewslettersSelect,LearningDataScienceTime,JobSkillImportanceBigData,JobSkillImportanceDegree,JobSkillImportanceStats,JobSkillImportanceEnterpriseTools,JobSkillImportancePython,JobSkillImportanceR,JobSkillImportanceSQL,JobSkillImportanceKaggleRanking,JobSkillImportanceMOOC,JobSkillImportanceVisualizations,JobSkillImportanceOtherSelect1,JobSkillImportanceOtherSelect2,JobSkillImportanceOtherSelect3,CoursePlatformSelect,HardwarePersonalProjectsSelect,TimeSpentStudying,ProveKnowledgeSelect,DataScienceIdentitySelect,FormalEducation,MajorSelect,Tenure,PastJobTitlesSelect,FirstTrainingSelect,LearningCategorySelftTaught,LearningCategoryOnlineCourses,LearningCategoryWork,LearningCategoryUniversity,LearningCategoryKaggle,LearningCategoryOther,MLSkillsSelect,MLTechniquesSelect,ParentsEducation,EmployerIndustry,EmployerSize,EmployerSizeChange,EmployerMLTime,EmployerSearchMethod,UniversityImportance,JobFunctionSelect,WorkHardwareSelect,WorkDataTypeSelect,WorkProductionFrequency,WorkDatasetSize,WorkAlgorithmsSelect,WorkToolsSelect,WorkToolsFrequencyAmazonML,WorkToolsFrequencyAWS,WorkToolsFrequencyAngoss,WorkToolsFrequencyC,WorkToolsFrequencyCloudera,WorkToolsFrequencyDataRobot,WorkToolsFrequencyFlume,WorkToolsFrequencyGCP,WorkToolsFrequencyHadoop,WorkToolsFrequencyIBMCognos,WorkToolsFrequencyIBMSPSSModeler,WorkToolsFrequencyIBMSPSSStatistics,WorkToolsFrequencyIBMWatson,WorkToolsFrequencyImpala,WorkToolsFrequencyJava,WorkToolsFrequencyJulia,WorkToolsFrequencyJupyter,WorkToolsFrequencyKNIMECommercial,WorkToolsFrequencyKNIMEFree,WorkToolsFrequencyMathematica,WorkToolsFrequencyMATLAB,WorkToolsFrequencyAzure,WorkToolsFrequencyExcel,WorkToolsFrequencyMicrosoftRServer,WorkToolsFrequencyMicrosoftSQL,WorkToolsFrequencyMinitab,WorkToolsFrequencyNoSQL,WorkToolsFrequencyOracle,WorkToolsFrequencyOrange,WorkToolsFrequencyPerl,WorkToolsFrequencyPython,WorkToolsFrequencyQlik,WorkToolsFrequencyR,WorkToolsFrequencyRapidMinerCommercial,WorkToolsFrequencyRapidMinerFree,WorkToolsFrequencySalfrod,WorkToolsFrequencySAPBusinessObjects,WorkToolsFrequencySASBase,WorkToolsFrequencySASEnterprise,WorkToolsFrequencySASJMP,WorkToolsFrequencySpark,WorkToolsFrequencySQL,WorkToolsFrequencyStan,WorkToolsFrequencyStatistica,WorkToolsFrequencyTableau,WorkToolsFrequencyTensorFlow,WorkToolsFrequencyTIBCO,WorkToolsFrequencyUnix,WorkToolsFrequencySelect1,WorkToolsFrequencySelect2,WorkFrequencySelect3,WorkMethodsSelect,WorkMethodsFrequencyA/B,WorkMethodsFrequencyAssociationRules,WorkMethodsFrequencyBayesian,WorkMethodsFrequencyCNNs,WorkMethodsFrequencyCollaborativeFiltering,WorkMethodsFrequencyCross-Validation,WorkMethodsFrequencyDataVisualization,WorkMethodsFrequencyDecisionTrees,WorkMethodsFrequencyEnsembleMethods,WorkMethodsFrequencyEvolutionaryApproaches,WorkMethodsFrequencyGANs,WorkMethodsFrequencyGBM,WorkMethodsFrequencyHMMs,WorkMethodsFrequencyKNN,WorkMethodsFrequencyLiftAnalysis,WorkMethodsFrequencyLogisticRegression,WorkMethodsFrequencyMLN,WorkMethodsFrequencyNaiveBayes,WorkMethodsFrequencyNLP,WorkMethodsFrequencyNeuralNetworks,WorkMethodsFrequencyPCA,WorkMethodsFrequencyPrescriptiveModeling,WorkMethodsFrequencyRandomForests,WorkMethodsFrequencyRecommenderSystems,WorkMethodsFrequencyRNNs,WorkMethodsFrequencySegmentation,WorkMethodsFrequencySimulation,WorkMethodsFrequencySVMs,WorkMethodsFrequencyTextAnalysis,WorkMethodsFrequencyTimeSeriesAnalysis,WorkMethodsFrequencySelect1,WorkMethodsFrequencySelect2,WorkMethodsFrequencySelect3,TimeGatheringData,TimeModelBuilding,TimeProduction,TimeVisualizing,TimeFindingInsights,TimeOtherSelect,AlgorithmUnderstandingLevel,WorkChallengesSelect,WorkChallengeFrequencyPolitics,WorkChallengeFrequencyUnusedResults,WorkChallengeFrequencyUnusefulInstrumenting,WorkChallengeFrequencyDeployment,WorkChallengeFrequencyDirtyData,WorkChallengeFrequencyExplaining,WorkChallengeFrequencyPass,WorkChallengeFrequencyIntegration,WorkChallengeFrequencyTalent,WorkChallengeFrequencyDataFunds,WorkChallengeFrequencyDomainExpertise,WorkChallengeFrequencyML,WorkChallengeFrequencyTools,WorkChallengeFrequencyExpectations,WorkChallengeFrequencyITCoordination,WorkChallengeFrequencyHiringFunds,WorkChallengeFrequencyPrivacy,WorkChallengeFrequencyScaling,WorkChallengeFrequencyEnvironments,WorkChallengeFrequencyClarity,WorkChallengeFrequencyDataAccess,WorkChallengeFrequencyOtherSelect,WorkDataVisualizations,WorkInternalVsExternalTools,WorkMLTeamSeatSelect,WorkDatasets,WorkDatasetsChallenge,WorkDataStorage,WorkDataSharing,WorkDataSourcing,WorkCodeSharing,RemoteWork,CompensationAmount,CompensationCurrency,SalaryChange,JobSatisfaction,JobSearchResource,JobHuntTime,JobFactorLearning,JobFactorSalary,JobFactorOffice,JobFactorLanguages,JobFactorCommute,JobFactorManagement,JobFactorExperienceLevel,JobFactorDepartment,JobFactorTitle,JobFactorCompanyFunding,JobFactorImpact,JobFactorRemote,JobFactorIndustry,JobFactorLeaderReputation,JobFactorDiversity,JobFactorPublishingOpportunity
Male,United States,56.0,Employed full-time,,,No,Yes,Business Analyst,Fine,Employed by college or university,TensorFlow,Deep learning,R,"Dataset aggregator/platform (i.e. Socrata/Kaggle Datasets/data.world/etc.),Government website,I collect my own data (e.g. web-scraping),University/Non-profit research group websites","Arxiv,Blogs,Newsletters,Online courses,Personal Projects,Stack Overflow Q&A",Somewhat useful,Somewhat useful,,,,,,Somewhat useful,,,Very useful,Very useful,,Somewhat useful,,,,,"Data Elixir Newsletter,O'Reilly Data Newsletter",3-5 years,Nice to have,Unnecessary,Nice to have,Nice to have,Unnecessary,Nice to have,Nice to have,Unnecessary,Nice to have,Nice to have,,,,"Coursera,Udacity","Basic laptop (Macbook),Laptop + Cloud service (AWS, Azure, GCE ...),Traditional Workstation,Workstation + Cloud service",0 - 1 hour,Online Courses and Certifications,Sort of (Explain more),Bachelor's degree,Mathematics or statistics,Less than a year,Other,"Online courses (coursera, udemy, edx, etc.)",10.0,90.0,0.0,0.0,0.0,0.0,Other (please specify; separate by semi-colon),Other (please specify; separate by semi-colon),High school,Government,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tech-specific job board,0,Very Important,Very Important,Somewhat important,Somewhat important,Not important,Somewhat important,Very Important,Somewhat important,Somewhat important,Not important,Somewhat important,Somewhat important,Not important,Not important,Not important,Not important
Male,United States,57.0,"Independent contractor, freelancer, or self-employed",,,No,Yes,Computer Scientist,Fine,Employed by professional services/consulting firm,TensorFlow,Deep learning,Java,Dataset aggregator/platform (i.e. Socrata/Kaggle Datasets/data.world/etc.),YouTube Videos,,,,,,,,,,,,,,,,,,Somewhat useful,,3-5 years,Necessary,Nice to have,Necessary,,Nice to have,Nice to have,Nice to have,,Nice to have,,,,,,Basic laptop (Macbook),11 - 39 hours,PhD,Yes,Doctoral degree,Computer Science,More than 10 years,"Business Analyst,Computer Scientist,Data Analyst,Data Scientist","Online courses (coursera, udemy, edx, etc.)",0.0,30.0,40.0,30.0,0.0,0.0,"Recommendation Engines,Supervised Machine Learning (Tabular Data),Unsupervised Learning","Bayesian Techniques,Decision Trees - Gradient Boosted Machines,Decision Trees - Random Forests,Logistic Regression,Support Vector Machines (SVMs)",,Government,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Asking friends, family members, or former colleagues for leads",3-5,Very Important,Somewhat important,Somewhat important,Very Important,Somewhat important,Somewhat important,Somewhat important,Very Important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Very Important,Very Important,Very Important,Somewhat important
Male,United States,,"Independent contractor, freelancer, or self-employed",,,No,Yes,Other,Poorly,Self-employed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sort of (Explain more),Master's degree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,United States,27.0,Employed full-time,,,No,Yes,Software Developer/Software Engineer,Perfectly,Employed by government,TensorFlow,Deep learning,Python,GitHub,"Blogs,Conferences,Non-Kaggle online communities,Online courses,Textbook,Tutoring/mentoring",,Somewhat useful,,,Very useful,,,,Somewhat useful,,Somewhat useful,,,,Somewhat useful,,Very useful,,Emergent/Future Newsletter (Algorithmia),1-2 years,Nice to have,Necessary,Necessary,Nice to have,Necessary,Nice to have,Nice to have,Unnecessary,Unnecessary,Unnecessary,,,,"Coursera,DataCamp","Laptop + Cloud service (AWS, Azure, GCE ...)",2 - 10 hours,Github Portfolio,No,Bachelor's degree,Computer Science,1 to 2 years,Software Developer/Software Engineer,"Online courses (coursera, udemy, edx, etc.)",10.0,90.0,0.0,0.0,0.0,0.0,Recommendation Engines,"Decision Trees - Random Forests,Logistic Regression",A professional degree,Technology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Asking friends, family members, or former colleagues for leads",0,,,,,,,,,,,,,,,,
Male,United States,29.0,Employed full-time,,,No,Yes,Other,Poorly,,Python,,Python,GitHub,"Blogs,Friends network,Kaggle,Newsletters,Podcasts,Textbook,YouTube Videos,Other",,Somewhat useful,,,,Somewhat useful,Somewhat useful,Somewhat useful,,,,,Somewhat useful,,Somewhat useful,,,Somewhat useful,"Becoming a Data Scientist Podcast,No Free Hunch Blog,Partially Derivative Podcast",< 1 year,Nice to have,Nice to have,Nice to have,Nice to have,Nice to have,Nice to have,Nice to have,Nice to have,Nice to have,Nice to have,Nice to have,Nice to have,Nice to have,,,,,No,Bachelor's degree,,Less than a year,Other,Self-taught,30.0,10.0,0.0,50.0,10.0,0.0,,,,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,United States,51.0,Employed full-time,,,No,Yes,Other,Perfectly,Employed by a company that performs advanced analytics,TensorFlow,Neural Nets,Python,"Dataset aggregator/platform (i.e. Socrata/Kaggle Datasets/data.world/etc.),Government website","Friends network,Kaggle,Newsletters,Online courses,Personal Projects,Textbook,Tutoring/mentoring",,,,,,Somewhat useful,,,,,Very useful,Very useful,,,Somewhat useful,,,,"Data Machina Newsletter,O'Reilly Data Newsletter",1-2 years,,Nice to have,Nice to have,,Necessary,,,Necessary,Necessary,,,,,Coursera,Basic laptop (Macbook),0 - 1 hour,Kaggle Competitions,No,Master's degree,Management information systems,Less than a year,"Business Analyst,Programmer","Online courses (coursera, udemy, edx, etc.)",20.0,80.0,0.0,0.0,0.0,0.0,,Logistic Regression,"Some college/university study, no bachelor's degree",Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,United States,37.0,Employed full-time,,,No,Yes,Software Developer/Software Engineer,Fine,Employed by company that makes advanced analytic software,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Master's degree,Engineering (non-computer focused),I don't write code to analyze data,Software Developer/Software Engineer,"Online courses (coursera, udemy, edx, etc.)",50.0,50.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,United States,20.0,Employed full-time,,,No,Yes,Computer Scientist,,,C/C++,Neural Nets,Python,Dataset aggregator/platform (i.e. Socrata/Kaggle Datasets/data.world/etc.),"Blogs,College/University,Conferences,Official documentation,Online courses,Personal Projects,Textbook,YouTube Videos",,Very useful,Somewhat useful,,Very useful,,,,,Very useful,Very useful,Very useful,,,Somewhat useful,,,Not Useful,"FastML Blog,Partially Derivative Podcast,Statistical Modeling, Causal Inference, and Social Science Blog (Andrew Gelman)",< 1 year,Necessary,Necessary,Necessary,Unnecessary,Nice to have,Nice to have,Nice to have,Unnecessary,Unnecessary,Nice to have,Nice to have,Nice to have,,"Coursera,Udacity",Basic laptop (Macbook),0 - 1 hour,Experience from work in a company related to ML,Sort of (Explain more),Bachelor's degree,Computer Science,1 to 2 years,Other,Self-taught,80.0,10.0,0.0,10.0,0.0,0.0,Other (please specify; separate by semi-colon),"Bayesian Techniques,Hidden Markov Models HMMs,Markov Logic Networks",A doctoral degree,Academic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,0,Not important,Somewhat important,Very Important,Very Important,Somewhat important,Very Important,Not important,Very Important,Somewhat important,Somewhat important,Very Important,Somewhat important,Very Important,Very Important,Somewhat important,Very Important
Male,United States,34.0,Employed full-time,,,No,Yes,Business Analyst,,Employed by professional services/consulting firm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Master's degree,Engineering (non-computer focused),1 to 2 years,"Business Analyst,Programmer,Software Developer/Software Engineer","Online courses (coursera, udemy, edx, etc.)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,United States,29.0,Employed full-time,,,No,Yes,Other,Perfectly,Employed by a company that doesn't perform advanced analytics,Other,Other,Python,GitHub,"Tutoring/mentoring,YouTube Videos",,,,,,,,,,,,,,,,,Very useful,Not Useful,,< 1 year,Unnecessary,Nice to have,Nice to have,Nice to have,Necessary,Nice to have,Necessary,Unnecessary,Unnecessary,Unnecessary,,,,,Basic laptop (Macbook),0 - 1 hour,Other,No,Master's degree,Computer Science,I don't write code to analyze data,Other,Other,40.0,60.0,0.0,0.0,0.0,0.0,Other (please specify; separate by semi-colon),Other (please specify; separate by semi-colon),A professional degree,Internet-based,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Meeting with recruiters who've contacted you directly,0,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important
Male,United States,28.0,"Independent contractor, freelancer, or self-employed",,,No,Yes,Business Analyst,Poorly,Self-employed,Google Cloud Compute,Deep learning,Python,Dataset aggregator/platform (i.e. Socrata/Kaggle Datasets/data.world/etc.),"Kaggle,Online courses",,,,,,,Very useful,,,,Very useful,,,,,,,,,< 1 year,,,,,,,,,,,,,,Udacity,,,Kaggle Competitions,No,I did not complete any formal education past high school,,Less than a year,"Programmer,Other,I haven't started working yet",Self-taught,10.0,75.0,10.0,0.0,5.0,0.0,Computer Vision,"Bayesian Techniques,Gradient Boosting",High school,Retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Female,United States,34.0,Employed full-time,,,No,Yes,Other,Fine,Employed by a company that performs advanced analytics,R,Monte Carlo Methods,R,Dataset aggregator/platform (i.e. Socrata/Kaggle Datasets/data.world/etc.),"Kaggle,Online courses,Podcasts,Stack Overflow Q&A,Textbook",,,,,,,Very useful,,,,Very useful,,Somewhat useful,Somewhat useful,Very useful,,,,"Becoming a Data Scientist Podcast,KDnuggets Blog",< 1 year,Nice to have,Nice to have,Necessary,Nice to have,Nice to have,Nice to have,Necessary,Unnecessary,Unnecessary,Necessary,,,,Coursera,Basic laptop (Macbook),2 - 10 hours,Experience from work in a company related to ML,Sort of (Explain more),Master's degree,Mathematics or statistics,I don't write code to analyze data,Data Analyst,"Online courses (coursera, udemy, edx, etc.)",0.0,50.0,20.0,30.0,0.0,0.0,Other (please specify; separate by semi-colon),Other (please specify; separate by semi-colon),,Financial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Meeting with recruiters who've contacted you directly,1-2,Very Important,Very Important,Very Important,Somewhat important,Somewhat important,Very Important,Very Important,Somewhat important,Very Important,Very Important,Very Important,Somewhat important,Somewhat important,Very Important,Very Important,Not important
Male,United States,29.0,Employed part-time,,,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Female,United States,26.0,Employed full-time,,,No,Yes,Data Analyst,Fine,Employed by a company that performs advanced analytics,TensorFlow,,Python,"Dataset aggregator/platform (i.e. Socrata/Kaggle Datasets/data.world/etc.),Google Search,I collect my own data (e.g. web-scraping)","Blogs,College/University,Friends network,Newsletters,Official documentation,Online courses,Stack Overflow Q&A",,Very useful,Very useful,,,Somewhat useful,,Somewhat useful,,Very useful,Very useful,,,Very useful,,,,,"FlowingData Blog,KDnuggets Blog",< 1 year,Necessary,Necessary,Nice to have,Nice to have,Necessary,Nice to have,Necessary,Nice to have,Necessary,Necessary,,,,Coursera,Basic laptop (Macbook),2 - 10 hours,Master's degree,Sort of (Explain more),Master's degree,Electrical Engineering,3 to 5 years,"Programmer,Software Developer/Software Engineer","Online courses (coursera, udemy, edx, etc.)",20.0,20.0,20.0,40.0,0.0,0.0,"Recommendation Engines,Supervised Machine Learning (Tabular Data)","Decision Trees - Random Forests,Logistic Regression",A master's degree,Telecommunications,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tech-specific job board,1-2,,,,,,,,,,,,,,,,
Male,United States,36.0,Employed full-time,,,No,Yes,Data Analyst,Fine,Employed by college or university,Java,Monte Carlo Methods,Java,University/Non-profit research group websites,Textbook,,,,,,,,,,,,,,,Somewhat useful,,,,Becoming a Data Scientist Podcast,< 1 year,Necessary,Nice to have,Necessary,Nice to have,Necessary,Necessary,Necessary,Nice to have,Unnecessary,Necessary,,,,,Basic laptop (Macbook),0 - 1 hour,Github Portfolio,No,Master's degree,Management information systems,I don't write code to analyze data,Other,Self-taught,90.0,5.0,0.0,5.0,0.0,0.0,Reinforcement learning,Bayesian Techniques,A bachelor's degree,Academic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Searching general-purpose job board,1-2,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Somewhat important,Very Important,Somewhat important,Very Important,Somewhat important,Very Important,Somewhat important,Very Important,
Male,United States,25.0,Employed full-time,,,No,Yes,Other,Fine,Employed by a company that doesn't perform advanced analytics,Amazon Machine Learning,Genetic & Evolutionary Algorithms,C/C++/C#,Other,"Blogs,Kaggle,Personal Projects,Podcasts,Stack Overflow Q&A,YouTube Videos",,Very useful,,,,,Somewhat useful,,,,,Very useful,Very useful,Very useful,,,,Very useful,Data Stories Podcast,1-2 years,Nice to have,Unnecessary,Necessary,Nice to have,Necessary,Necessary,Necessary,Unnecessary,Nice to have,Nice to have,,,,,"Basic laptop (Macbook),Traditional Workstation",11 - 39 hours,Github Portfolio,Sort of (Explain more),Bachelor's degree,Fine arts or performing arts,1 to 2 years,Other,Self-taught,100.0,0.0,0.0,0.0,0.0,0.0,"Computer Vision,Supervised Machine Learning (Tabular Data),Unsupervised Learning,Other (please specify; separate by semi-colon)","Logistic Regression,Neural Networks - CNNs,Neural Networks - RNNs",A bachelor's degree,Retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,1-2,Very Important,Somewhat important,Somewhat important,Very Important,Not important,Very Important,Very Important,Somewhat important,Not important,Not important,Not important,Not important,Not important,Not important,Somewhat important,Somewhat important
Male,United States,35.0,Employed part-time,,,No,Yes,Business Analyst,Fine,Employed by professional services/consulting firm,Python,Text Mining,Python,Google Search,"Online courses,Podcasts",,,,,,,,,,,Very useful,,Somewhat useful,,,,,,"Becoming a Data Scientist Podcast,O'Reilly Data Newsletter,The Data Skeptic Podcast",< 1 year,Necessary,Nice to have,Necessary,Necessary,Necessary,Necessary,Necessary,Nice to have,Nice to have,Necessary,,,,Coursera,Traditional Workstation,2 - 10 hours,Online Courses and Certifications,No,Master's degree,Mathematics or statistics,Less than a year,Other,Self-taught,20.0,80.0,0.0,0.0,0.0,0.0,Other (please specify; separate by semi-colon),Other (please specify; separate by semi-colon),High school,Financial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Searching general-purpose job board,1-2,Very Important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Very Important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important
Male,United States,53.0,Employed full-time,,,No,Yes,Engineer,Fine,Employed by professional services/consulting firm,TensorFlow,Deep learning,Python,Government website,"Arxiv,Blogs,College/University,Conferences,Personal Projects,Podcasts,Textbook",Somewhat useful,Somewhat useful,Somewhat useful,,Somewhat useful,,,,,,,Very useful,Somewhat useful,,Somewhat useful,,,,"Linear Digressions Podcast,O'Reilly Data Newsletter,The Data Skeptic Podcast",3-5 years,Nice to have,Unnecessary,Nice to have,Unnecessary,Necessary,Nice to have,Nice to have,Unnecessary,Nice to have,Nice to have,,,,,GPU accelerated Workstation,2 - 10 hours,Github Portfolio,Sort of (Explain more),Doctoral degree,Electrical Engineering,I don't write code to analyze data,"Engineer,Other",University courses,75.0,20.0,0.0,5.0,0.0,0.0,,,"Some college/university study, no bachelor's degree",Military/Security,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,0,,,,,,,,,,,,,,,,
Female,United States,21.0,Employed part-time,,,No,Yes,Scientist/Researcher,Perfectly,Employed by college or university,Python,Survival Analysis,R,Google Search,"College/University,Kaggle,Non-Kaggle online communities,Online courses,Personal Projects,Stack Overflow Q&A",,,Somewhat useful,,,,Very useful,,Very useful,,Somewhat useful,Very useful,,Very useful,,,,,,< 1 year,Necessary,Unnecessary,Nice to have,Nice to have,Necessary,Necessary,Nice to have,Unnecessary,Nice to have,Nice to have,,,,"DataCamp,edX",Laptop or Workstation and local IT supported servers,2 - 10 hours,Experience from work in a company related to ML,No,Some college/university study without earning a bachelor's degree,Other,Less than a year,,Self-taught,60.0,0.0,0.0,20.0,20.0,0.0,"Supervised Machine Learning (Tabular Data),Unsupervised Learning",Logistic Regression,A bachelor's degree,Academic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Career fair or on-campus recruiting event,0,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important
